Request id,Pickup point,Driver id,Driver assigned or not ?,Status,Request Timestamp,Request Date,Request Time,Req. time in hr ,Time Slot ,Request weekday,Drop Timestamp,Drop Date,Drop Time,Trip completed ?,Trip duration ,Time Duration In Mins.
3961,City,NA,No,No Cars Available,13-07-2016 22:50,13-07-2016,22:50,22.00,Night,Wednesday,NA,NA,,No,,
3962,City,NA,No,No Cars Available,13-07-2016 22:47,13-07-2016,22:47,22.00,Night,Wednesday,NA,NA,,No,,
3963,Airport,NA,No,No Cars Available,13-07-2016 22:55,13-07-2016,22:55,22.00,Night,Wednesday,NA,NA,,No,,
3964,City,51,Yes,Trip Completed,13-07-2016 22:53,13-07-2016,22:53,22.00,Night,Wednesday,13-07-2016 23:34,13-07-2016,23:34,yes,00:41,41.00
3965,Airport,185,Yes,Trip Completed,13-07-2016 22:50,13-07-2016,22:50,22.00,Night,Wednesday,13-07-2016 23:20,13-07-2016,23:20,yes,00:30,30.00
3966,Airport,26,Yes,Trip Completed,13-07-2016 22:50,13-07-2016,22:50,22.00,Night,Wednesday,13-07-2016 23:27,13-07-2016,23:27,yes,00:37,37.00
3967,City,NA,No,No Cars Available,13-07-2016 22:57,13-07-2016,22:57,22.00,Night,Wednesday,NA,NA,,No,,
3968,Airport,NA,No,No Cars Available,13-07-2016 22:59,13-07-2016,22:59,22.00,Night,Wednesday,NA,NA,,No,,
3969,Airport,163,Yes,Trip Completed,13-07-2016 22:58,13-07-2016,22:58,22.00,Night,Wednesday,13-07-2016 23:58,13-07-2016,23:58,yes,01:00,60.00
3970,Airport,225,Yes,Trip Completed,13-07-2016 22:57,13-07-2016,22:57,22.00,Night,Wednesday,14-07-2016 00:13,14-07-2016,00:13,yes,01:16,76.00
3971,City,NA,No,No Cars Available,13-07-2016 22:59,13-07-2016,22:59,22.00,Night,Wednesday,NA,NA,,No,,
3972,City,NA,No,No Cars Available,13-07-2016 23:00,13-07-2016,23:00,23.00,Night,Wednesday,NA,NA,,No,,
3973,City,113,Yes,Trip Completed,13-07-2016 22:58,13-07-2016,22:58,22.00,Night,Wednesday,13-07-2016 23:51,13-07-2016,23:51,yes,00:53,53.00
3974,City,224,Yes,Cancelled,13-07-2016 23:04,13-07-2016,23:04,23.00,Night,Wednesday,NA,NA,,No,,
3975,City,NA,No,No Cars Available,13-07-2016 23:04,13-07-2016,23:04,23.00,Night,Wednesday,NA,NA,,No,,
3976,City,NA,No,No Cars Available,13-07-2016 23:07,13-07-2016,23:07,23.00,Night,Wednesday,NA,NA,,No,,
3977,Airport,78,Yes,Trip Completed,13-07-2016 23:13,13-07-2016,23:13,23.00,Night,Wednesday,13-07-2016 23:50,13-07-2016,23:50,yes,00:37,37.00
3978,City,112,Yes,Trip Completed,13-07-2016 23:18,13-07-2016,23:18,23.00,Night,Wednesday,13-07-2016 23:46,13-07-2016,23:46,yes,00:28,28.00
3979,City,287,Yes,Trip Completed,13-07-2016 23:16,13-07-2016,23:16,23.00,Night,Wednesday,13-07-2016 23:46,13-07-2016,23:46,yes,00:30,30.00
3980,City,NA,No,No Cars Available,13-07-2016 23:16,13-07-2016,23:16,23.00,Night,Wednesday,NA,NA,,No,,
3981,Airport,33,Yes,Trip Completed,13-07-2016 23:13,13-07-2016,23:13,23.00,Night,Wednesday,13-07-2016 23:38,13-07-2016,23:38,yes,00:25,25.00
3982,Airport,48,Yes,Trip Completed,13-07-2016 23:16,13-07-2016,23:16,23.00,Night,Wednesday,14-07-2016 00:34,14-07-2016,00:34,yes,01:18,78.00
3983,City,284,Yes,Cancelled,13-07-2016 23:19,13-07-2016,23:19,23.00,Night,Wednesday,NA,NA,,No,,
3984,Airport,NA,No,No Cars Available,13-07-2016 23:17,13-07-2016,23:17,23.00,Night,Wednesday,NA,NA,,No,,
3985,Airport,159,Yes,Trip Completed,13-07-2016 23:15,13-07-2016,23:15,23.00,Night,Wednesday,14-07-2016 00:33,14-07-2016,00:33,yes,01:18,78.00
3986,Airport,NA,No,No Cars Available,13-07-2016 23:17,13-07-2016,23:17,23.00,Night,Wednesday,NA,NA,,No,,
3987,City,125,Yes,Trip Completed,13-07-2016 23:18,13-07-2016,23:18,23.00,Night,Wednesday,13-07-2016 23:57,13-07-2016,23:57,yes,00:39,39.00
3988,City,NA,No,No Cars Available,13-07-2016 23:23,13-07-2016,23:23,23.00,Night,Wednesday,NA,NA,,No,,
3989,City,89,Yes,Trip Completed,13-07-2016 23:21,13-07-2016,23:21,23.00,Night,Wednesday,14-07-2016 00:31,14-07-2016,00:31,yes,01:10,70.00
3990,Airport,140,Yes,Trip Completed,13-07-2016 23:20,13-07-2016,23:20,23.00,Night,Wednesday,13-07-2016 23:50,13-07-2016,23:50,yes,00:30,30.00
3991,City,156,Yes,Trip Completed,13-07-2016 23:24,13-07-2016,23:24,23.00,Night,Wednesday,14-07-2016 00:06,14-07-2016,00:06,yes,00:42,42.00
3992,City,42,Yes,Trip Completed,13-07-2016 23:24,13-07-2016,23:24,23.00,Night,Wednesday,14-07-2016 00:04,14-07-2016,00:04,yes,00:40,40.00
3993,City,105,Yes,Trip Completed,13-07-2016 23:31,13-07-2016,23:31,23.00,Night,Wednesday,14-07-2016 00:14,14-07-2016,00:14,yes,00:43,43.00
3994,Airport,218,Yes,Trip Completed,13-07-2016 23:21,13-07-2016,23:21,23.00,Night,Wednesday,14-07-2016 00:07,14-07-2016,00:07,yes,00:46,46.00
3995,City,NA,No,No Cars Available,13-07-2016 23:36,13-07-2016,23:36,23.00,Night,Wednesday,NA,NA,,No,,
3996,Airport,90,Yes,Trip Completed,13-07-2016 23:36,13-07-2016,23:36,23.00,Night,Wednesday,14-07-2016 00:35,14-07-2016,00:35,yes,00:59,59.00
3997,Airport,162,Yes,Trip Completed,13-07-2016 23:36,13-07-2016,23:36,23.00,Night,Wednesday,14-07-2016 00:22,14-07-2016,00:22,yes,00:46,46.00
3998,Airport,NA,No,No Cars Available,13-07-2016 23:39,13-07-2016,23:39,23.00,Night,Wednesday,NA,NA,,No,,
3999,Airport,212,Yes,Trip Completed,13-07-2016 23:40,13-07-2016,23:40,23.00,Night,Wednesday,14-07-2016 00:44,14-07-2016,00:44,yes,01:04,64.00
4000,City,NA,No,No Cars Available,13-07-2016 23:47,13-07-2016,23:47,23.00,Night,Wednesday,NA,NA,,No,,
4001,City,NA,No,No Cars Available,13-07-2016 23:39,13-07-2016,23:39,23.00,Night,Wednesday,NA,NA,,No,,
4002,City,49,Yes,Trip Completed,13-07-2016 23:39,13-07-2016,23:39,23.00,Night,Wednesday,14-07-2016 00:50,14-07-2016,00:50,yes,01:11,71.00
4003,Airport,188,Yes,Trip Completed,13-07-2016 23:40,13-07-2016,23:40,23.00,Night,Wednesday,14-07-2016 00:38,14-07-2016,00:38,yes,00:58,58.00
4004,City,62,Yes,Trip Completed,13-07-2016 23:40,13-07-2016,23:40,23.00,Night,Wednesday,14-07-2016 00:21,14-07-2016,00:21,yes,00:41,41.00
4005,Airport,241,Yes,Trip Completed,13-07-2016 23:44,13-07-2016,23:44,23.00,Night,Wednesday,14-07-2016 00:48,14-07-2016,00:48,yes,01:04,64.00
4006,City,NA,No,No Cars Available,13-07-2016 23:45,13-07-2016,23:45,23.00,Night,Wednesday,NA,NA,,No,,
4007,City,185,Yes,Trip Completed,13-07-2016 23:46,13-07-2016,23:46,23.00,Night,Wednesday,14-07-2016 00:23,14-07-2016,00:23,yes,00:37,37.00
4008,City,221,Yes,Cancelled,13-07-2016 23:43,13-07-2016,23:43,23.00,Night,Wednesday,NA,NA,,No,,
4009,Airport,250,Yes,Trip Completed,13-07-2016 23:50,13-07-2016,23:50,23.00,Night,Wednesday,14-07-2016 00:23,14-07-2016,00:23,yes,00:33,33.00
4010,Airport,NA,No,No Cars Available,13-07-2016 23:50,13-07-2016,23:50,23.00,Night,Wednesday,NA,NA,,No,,
4011,City,115,Yes,Cancelled,13-07-2016 23:45,13-07-2016,23:45,23.00,Night,Wednesday,NA,NA,,No,,
4012,Airport,134,Yes,Trip Completed,13-07-2016 23:54,13-07-2016,23:54,23.00,Night,Wednesday,14-07-2016 00:37,14-07-2016,00:37,yes,00:43,43.00
4013,City,NA,No,No Cars Available,13-07-2016 23:53,13-07-2016,23:53,23.00,Night,Wednesday,NA,NA,,No,,
4014,City,NA,No,No Cars Available,13-07-2016 23:56,13-07-2016,23:56,23.00,Night,Wednesday,NA,NA,,No,,
4015,City,NA,No,No Cars Available,13-07-2016 23:52,13-07-2016,23:52,23.00,Night,Wednesday,NA,NA,,No,,
4016,City,NA,No,No Cars Available,13-07-2016 23:59,13-07-2016,23:59,23.00,Night,Wednesday,NA,NA,,No,,
4017,City,NA,No,No Cars Available,13-07-2016 23:50,13-07-2016,23:50,23.00,Night,Wednesday,NA,NA,,No,,
4018,Airport,298,Yes,Trip Completed,13-07-2016 23:57,13-07-2016,23:57,23.00,Night,Wednesday,14-07-2016 01:02,14-07-2016,01:02,yes,01:05,65.00
4019,City,78,Yes,Cancelled,13-07-2016 00:00,13-07-2016,00:00,0.00,Late Night,Wednesday,NA,NA,,No,,
4020,Airport,NA,No,No Cars Available,13-07-2016 00:02,13-07-2016,00:02,0.00,Late Night,Wednesday,NA,NA,,No,,
4021,City,132,Yes,Cancelled,13-07-2016 23:56,13-07-2016,23:56,23.00,Night,Wednesday,NA,NA,,No,,
4022,City,NA,No,No Cars Available,13-07-2016 00:07,13-07-2016,00:07,0.00,Late Night,Wednesday,NA,NA,,No,,
4023,City,9,Yes,Trip Completed,13-07-2016 23:58,13-07-2016,23:58,23.00,Night,Wednesday,14-07-2016 00:58,14-07-2016,00:58,yes,01:00,60.00
4024,Airport,179,Yes,Trip Completed,13-07-2016 00:06,13-07-2016,00:06,0.00,Late Night,Wednesday,13-07-2016 00:42,13-07-2016,00:42,yes,00:36,36.00
4025,City,NA,No,No Cars Available,13-07-2016 00:12,13-07-2016,00:12,0.00,Late Night,Wednesday,NA,NA,,No,,
4026,City,NA,No,No Cars Available,13-07-2016 00:08,13-07-2016,00:08,0.00,Late Night,Wednesday,NA,NA,,No,,
4027,City,132,Yes,Trip Completed,13-07-2016 00:07,13-07-2016,00:07,0.00,Late Night,Wednesday,13-07-2016 01:25,13-07-2016,01:25,yes,01:18,78.00
4028,City,NA,No,No Cars Available,14-07-2016 00:09,14-07-2016,00:09,0.00,Late Night,Thursday,NA,NA,,No,,
4029,City,NA,No,No Cars Available,14-07-2016 00:14,14-07-2016,00:14,0.00,Late Night,Thursday,NA,NA,,No,,
4030,City,100,Yes,Trip Completed,14-07-2016 00:13,14-07-2016,00:13,0.00,Late Night,Thursday,14-07-2016 00:47,14-07-2016,00:47,yes,00:34,34.00
4031,City,186,Yes,Trip Completed,14-07-2016 00:22,14-07-2016,00:22,0.00,Late Night,Thursday,14-07-2016 00:55,14-07-2016,00:55,yes,00:33,33.00
4032,City,NA,No,No Cars Available,14-07-2016 00:15,14-07-2016,00:15,0.00,Late Night,Thursday,NA,NA,,No,,
4033,Airport,NA,No,No Cars Available,14-07-2016 00:25,14-07-2016,00:25,0.00,Late Night,Thursday,NA,NA,,No,,
4034,City,NA,No,No Cars Available,14-07-2016 00:29,14-07-2016,00:29,0.00,Late Night,Thursday,NA,NA,,No,,
4035,Airport,NA,No,No Cars Available,14-07-2016 00:31,14-07-2016,00:31,0.00,Late Night,Thursday,NA,NA,,No,,
4036,Airport,NA,No,No Cars Available,14-07-2016 00:31,14-07-2016,00:31,0.00,Late Night,Thursday,NA,NA,,No,,
4037,Airport,196,Yes,Trip Completed,14-07-2016 00:32,14-07-2016,00:32,0.00,Late Night,Thursday,14-07-2016 01:17,14-07-2016,01:17,yes,00:45,45.00
4038,Airport,NA,No,No Cars Available,14-07-2016 00:34,14-07-2016,00:34,0.00,Late Night,Thursday,NA,NA,,No,,
4039,City,238,Yes,Trip Completed,14-07-2016 00:38,14-07-2016,00:38,0.00,Late Night,Thursday,14-07-2016 01:48,14-07-2016,01:48,yes,01:10,70.00
4040,Airport,182,Yes,Trip Completed,14-07-2016 00:38,14-07-2016,00:38,0.00,Late Night,Thursday,14-07-2016 01:50,14-07-2016,01:50,yes,01:12,72.00
4041,Airport,297,Yes,Trip Completed,14-07-2016 00:38,14-07-2016,00:38,0.00,Late Night,Thursday,14-07-2016 01:12,14-07-2016,01:12,yes,00:34,34.00
4042,Airport,NA,No,No Cars Available,14-07-2016 00:39,14-07-2016,00:39,0.00,Late Night,Thursday,NA,NA,,No,,
4043,City,254,Yes,Trip Completed,14-07-2016 00:42,14-07-2016,00:42,0.00,Late Night,Thursday,14-07-2016 01:51,14-07-2016,01:51,yes,01:09,69.00
4044,Airport,NA,No,No Cars Available,14-07-2016 00:51,14-07-2016,00:51,0.00,Late Night,Thursday,NA,NA,,No,,
4045,Airport,111,Yes,Trip Completed,14-07-2016 00:56,14-07-2016,00:56,0.00,Late Night,Thursday,14-07-2016 01:22,14-07-2016,01:22,yes,00:26,26.00
4046,City,NA,No,No Cars Available,14-07-2016 00:57,14-07-2016,00:57,0.00,Late Night,Thursday,NA,NA,,No,,
4047,City,NA,No,No Cars Available,14-07-2016 01:00,14-07-2016,01:00,1.00,Late Night,Thursday,NA,NA,,No,,
4048,Airport,NA,No,No Cars Available,14-07-2016 01:03,14-07-2016,01:03,1.00,Late Night,Thursday,NA,NA,,No,,
4049,City,55,Yes,Trip Completed,14-07-2016 01:03,14-07-2016,01:03,1.00,Late Night,Thursday,14-07-2016 02:26,14-07-2016,02:26,yes,01:23,83.00
4050,City,NA,No,No Cars Available,14-07-2016 01:10,14-07-2016,01:10,1.00,Late Night,Thursday,NA,NA,,No,,
4051,City,288,Yes,Trip Completed,14-07-2016 01:09,14-07-2016,01:09,1.00,Late Night,Thursday,14-07-2016 02:09,14-07-2016,02:09,yes,01:00,60.00
4052,City,NA,No,No Cars Available,14-07-2016 01:16,14-07-2016,01:16,1.00,Late Night,Thursday,NA,NA,,No,,
4053,Airport,NA,No,No Cars Available,14-07-2016 01:15,14-07-2016,01:15,1.00,Late Night,Thursday,NA,NA,,No,,
4054,City,NA,No,No Cars Available,14-07-2016 01:23,14-07-2016,01:23,1.00,Late Night,Thursday,NA,NA,,No,,
4055,City,NA,No,No Cars Available,14-07-2016 01:22,14-07-2016,01:22,1.00,Late Night,Thursday,NA,NA,,No,,
4056,City,NA,No,No Cars Available,14-07-2016 01:25,14-07-2016,01:25,1.00,Late Night,Thursday,NA,NA,,No,,
4057,City,NA,No,No Cars Available,14-07-2016 01:29,14-07-2016,01:29,1.00,Late Night,Thursday,NA,NA,,No,,
4058,Airport,NA,No,No Cars Available,14-07-2016 01:27,14-07-2016,01:27,1.00,Late Night,Thursday,NA,NA,,No,,
4059,City,NA,No,No Cars Available,14-07-2016 01:35,14-07-2016,01:35,1.00,Late Night,Thursday,NA,NA,,No,,
4060,City,236,Yes,Trip Completed,14-07-2016 01:37,14-07-2016,01:37,1.00,Late Night,Thursday,14-07-2016 02:35,14-07-2016,02:35,yes,00:58,58.00
4061,City,NA,No,No Cars Available,14-07-2016 01:33,14-07-2016,01:33,1.00,Late Night,Thursday,NA,NA,,No,,
4062,Airport,NA,No,No Cars Available,14-07-2016 01:42,14-07-2016,01:42,1.00,Late Night,Thursday,NA,NA,,No,,
4063,City,NA,No,No Cars Available,14-07-2016 01:36,14-07-2016,01:36,1.00,Late Night,Thursday,NA,NA,,No,,
4064,City,NA,No,No Cars Available,14-07-2016 01:48,14-07-2016,01:48,1.00,Late Night,Thursday,NA,NA,,No,,
4065,City,222,Yes,Trip Completed,14-07-2016 01:54,14-07-2016,01:54,1.00,Late Night,Thursday,14-07-2016 02:43,14-07-2016,02:43,yes,00:49,49.00
4066,Airport,117,Yes,Trip Completed,14-07-2016 01:56,14-07-2016,01:56,1.00,Late Night,Thursday,14-07-2016 03:07,14-07-2016,03:07,yes,01:11,71.00
4067,City,NA,No,No Cars Available,14-07-2016 02:00,14-07-2016,02:00,2.00,Late Night,Thursday,NA,NA,,No,,
4068,Airport,NA,No,No Cars Available,14-07-2016 01:59,14-07-2016,01:59,1.00,Late Night,Thursday,NA,NA,,No,,
4069,City,NA,No,No Cars Available,14-07-2016 02:02,14-07-2016,02:02,2.00,Late Night,Thursday,NA,NA,,No,,
4070,City,NA,No,No Cars Available,14-07-2016 02:03,14-07-2016,02:03,2.00,Late Night,Thursday,NA,NA,,No,,
4071,City,NA,No,No Cars Available,14-07-2016 02:03,14-07-2016,02:03,2.00,Late Night,Thursday,NA,NA,,No,,
4072,City,NA,No,No Cars Available,14-07-2016 02:04,14-07-2016,02:04,2.00,Late Night,Thursday,NA,NA,,No,,
4073,City,157,Yes,Trip Completed,14-07-2016 02:10,14-07-2016,02:10,2.00,Late Night,Thursday,14-07-2016 02:54,14-07-2016,02:54,yes,00:44,44.00
4074,City,NA,No,No Cars Available,14-07-2016 02:18,14-07-2016,02:18,2.00,Late Night,Thursday,NA,NA,,No,,
4075,City,4,Yes,Trip Completed,14-07-2016 02:17,14-07-2016,02:17,2.00,Late Night,Thursday,14-07-2016 03:21,14-07-2016,03:21,yes,01:04,64.00
4076,Airport,NA,No,No Cars Available,14-07-2016 02:16,14-07-2016,02:16,2.00,Late Night,Thursday,NA,NA,,No,,
4077,Airport,12,Yes,Trip Completed,14-07-2016 02:14,14-07-2016,02:14,2.00,Late Night,Thursday,14-07-2016 03:13,14-07-2016,03:13,yes,00:59,59.00
4078,City,106,Yes,Trip Completed,14-07-2016 02:10,14-07-2016,02:10,2.00,Late Night,Thursday,14-07-2016 03:05,14-07-2016,03:05,yes,00:55,55.00
4079,Airport,55,Yes,Trip Completed,14-07-2016 02:31,14-07-2016,02:31,2.00,Late Night,Thursday,14-07-2016 03:33,14-07-2016,03:33,yes,01:02,62.00
4080,Airport,NA,No,No Cars Available,14-07-2016 02:29,14-07-2016,02:29,2.00,Late Night,Thursday,NA,NA,,No,,
4081,Airport,6,Yes,Trip Completed,14-07-2016 02:37,14-07-2016,02:37,2.00,Late Night,Thursday,14-07-2016 03:30,14-07-2016,03:30,yes,00:53,53.00
4082,Airport,48,Yes,Trip Completed,14-07-2016 02:37,14-07-2016,02:37,2.00,Late Night,Thursday,14-07-2016 03:23,14-07-2016,03:23,yes,00:46,46.00
4083,City,NA,No,No Cars Available,14-07-2016 02:35,14-07-2016,02:35,2.00,Late Night,Thursday,NA,NA,,No,,
4084,Airport,139,Yes,Trip Completed,14-07-2016 02:44,14-07-2016,02:44,2.00,Late Night,Thursday,14-07-2016 03:44,14-07-2016,03:44,yes,01:00,60.00
4085,Airport,207,Yes,Trip Completed,14-07-2016 02:42,14-07-2016,02:42,2.00,Late Night,Thursday,14-07-2016 03:28,14-07-2016,03:28,yes,00:46,46.00
4086,City,NA,No,No Cars Available,14-07-2016 02:46,14-07-2016,02:46,2.00,Late Night,Thursday,NA,NA,,No,,
4087,City,176,Yes,Trip Completed,14-07-2016 02:52,14-07-2016,02:52,2.00,Late Night,Thursday,14-07-2016 03:57,14-07-2016,03:57,yes,01:05,65.00
4088,City,NA,No,No Cars Available,14-07-2016 02:53,14-07-2016,02:53,2.00,Late Night,Thursday,NA,NA,,No,,
4089,City,NA,No,No Cars Available,14-07-2016 02:52,14-07-2016,02:52,2.00,Late Night,Thursday,NA,NA,,No,,
4090,Airport,NA,No,No Cars Available,14-07-2016 02:55,14-07-2016,02:55,2.00,Late Night,Thursday,NA,NA,,No,,
4091,Airport,220,Yes,Trip Completed,14-07-2016 03:00,14-07-2016,03:00,3.00,Late Night,Thursday,14-07-2016 03:36,14-07-2016,03:36,yes,00:36,36.00
4092,City,227,Yes,Cancelled,14-07-2016 02:55,14-07-2016,02:55,2.00,Late Night,Thursday,NA,NA,,No,,
4093,City,119,Yes,Trip Completed,14-07-2016 03:06,14-07-2016,03:06,3.00,Late Night,Thursday,14-07-2016 04:03,14-07-2016,04:03,yes,00:57,57.00
4094,City,182,Yes,Trip Completed,14-07-2016 03:09,14-07-2016,03:09,3.00,Late Night,Thursday,14-07-2016 03:44,14-07-2016,03:44,yes,00:35,35.00
4095,Airport,NA,No,No Cars Available,14-07-2016 03:10,14-07-2016,03:10,3.00,Late Night,Thursday,NA,NA,,No,,
4096,City,NA,No,No Cars Available,14-07-2016 03:13,14-07-2016,03:13,3.00,Late Night,Thursday,NA,NA,,No,,
4097,City,84,Yes,Trip Completed,14-07-2016 03:15,14-07-2016,03:15,3.00,Late Night,Thursday,14-07-2016 04:05,14-07-2016,04:05,yes,00:50,50.00
4098,City,145,Yes,Trip Completed,14-07-2016 03:11,14-07-2016,03:11,3.00,Late Night,Thursday,14-07-2016 03:59,14-07-2016,03:59,yes,00:48,48.00
4099,City,NA,No,No Cars Available,14-07-2016 03:22,14-07-2016,03:22,3.00,Late Night,Thursday,NA,NA,,No,,
4100,Airport,NA,No,No Cars Available,14-07-2016 03:30,14-07-2016,03:30,3.00,Late Night,Thursday,NA,NA,,No,,
4101,City,NA,No,No Cars Available,14-07-2016 03:31,14-07-2016,03:31,3.00,Late Night,Thursday,NA,NA,,No,,
4102,Airport,NA,No,No Cars Available,14-07-2016 03:38,14-07-2016,03:38,3.00,Late Night,Thursday,NA,NA,,No,,
4103,Airport,NA,No,No Cars Available,14-07-2016 03:39,14-07-2016,03:39,3.00,Late Night,Thursday,NA,NA,,No,,
4104,Airport,NA,No,No Cars Available,14-07-2016 03:38,14-07-2016,03:38,3.00,Late Night,Thursday,NA,NA,,No,,
4105,City,7,Yes,Trip Completed,14-07-2016 03:39,14-07-2016,03:39,3.00,Late Night,Thursday,14-07-2016 04:39,14-07-2016,04:39,yes,01:00,60.00
4106,City,NA,No,No Cars Available,14-07-2016 03:45,14-07-2016,03:45,3.00,Late Night,Thursday,NA,NA,,No,,
4107,City,NA,No,No Cars Available,14-07-2016 03:51,14-07-2016,03:51,3.00,Late Night,Thursday,NA,NA,,No,,
4108,City,68,Yes,Trip Completed,14-07-2016 03:56,14-07-2016,03:56,3.00,Late Night,Thursday,14-07-2016 04:38,14-07-2016,04:38,yes,00:42,42.00
4109,City,NA,No,No Cars Available,14-07-2016 04:02,14-07-2016,04:02,4.00,Early Morning,Thursday,NA,NA,,No,,
4110,Airport,NA,No,No Cars Available,14-07-2016 03:58,14-07-2016,03:58,3.00,Late Night,Thursday,NA,NA,,No,,
4111,City,NA,No,No Cars Available,14-07-2016 04:06,14-07-2016,04:06,4.00,Early Morning,Thursday,NA,NA,,No,,
4112,Airport,NA,No,No Cars Available,14-07-2016 04:03,14-07-2016,04:03,4.00,Early Morning,Thursday,NA,NA,,No,,
4113,City,NA,No,No Cars Available,14-07-2016 04:00,14-07-2016,04:00,4.00,Early Morning,Thursday,NA,NA,,No,,
4114,City,273,Yes,Trip Completed,14-07-2016 04:04,14-07-2016,04:04,4.00,Early Morning,Thursday,14-07-2016 04:42,14-07-2016,04:42,yes,00:38,38.00
4115,City,NA,No,No Cars Available,14-07-2016 04:11,14-07-2016,04:11,4.00,Early Morning,Thursday,NA,NA,,No,,
4116,Airport,NA,No,No Cars Available,14-07-2016 04:13,14-07-2016,04:13,4.00,Early Morning,Thursday,NA,NA,,No,,
4117,City,9,Yes,Trip Completed,14-07-2016 04:21,14-07-2016,04:21,4.00,Early Morning,Thursday,14-07-2016 05:07,14-07-2016,05:07,yes,00:46,46.00
4118,Airport,35,Yes,Trip Completed,14-07-2016 04:28,14-07-2016,04:28,4.00,Early Morning,Thursday,14-07-2016 05:26,14-07-2016,05:26,yes,00:58,58.00
4119,City,59,Yes,Trip Completed,14-07-2016 04:22,14-07-2016,04:22,4.00,Early Morning,Thursday,14-07-2016 05:42,14-07-2016,05:42,yes,01:20,80.00
4120,City,NA,No,No Cars Available,14-07-2016 04:27,14-07-2016,04:27,4.00,Early Morning,Thursday,NA,NA,,No,,
4121,Airport,298,Yes,Trip Completed,14-07-2016 04:29,14-07-2016,04:29,4.00,Early Morning,Thursday,14-07-2016 05:07,14-07-2016,05:07,yes,00:38,38.00
4122,Airport,233,Yes,Trip Completed,14-07-2016 04:30,14-07-2016,04:30,4.00,Early Morning,Thursday,14-07-2016 05:24,14-07-2016,05:24,yes,00:54,54.00
4123,City,NA,No,No Cars Available,14-07-2016 04:38,14-07-2016,04:38,4.00,Early Morning,Thursday,NA,NA,,No,,
4124,City,NA,No,No Cars Available,14-07-2016 04:41,14-07-2016,04:41,4.00,Early Morning,Thursday,NA,NA,,No,,
4125,City,16,Yes,Trip Completed,14-07-2016 04:37,14-07-2016,04:37,4.00,Early Morning,Thursday,14-07-2016 05:46,14-07-2016,05:46,yes,01:09,69.00
4126,City,188,Yes,Trip Completed,14-07-2016 04:40,14-07-2016,04:40,4.00,Early Morning,Thursday,14-07-2016 05:53,14-07-2016,05:53,yes,01:13,73.00
4127,City,NA,No,No Cars Available,14-07-2016 04:46,14-07-2016,04:46,4.00,Early Morning,Thursday,NA,NA,,No,,
4128,City,177,Yes,Cancelled,14-07-2016 04:42,14-07-2016,04:42,4.00,Early Morning,Thursday,NA,NA,,No,,
4129,City,229,Yes,Cancelled,14-07-2016 04:42,14-07-2016,04:42,4.00,Early Morning,Thursday,NA,NA,,No,,
4130,City,277,Yes,Cancelled,14-07-2016 04:41,14-07-2016,04:41,4.00,Early Morning,Thursday,NA,NA,,No,,
4131,City,NA,No,No Cars Available,14-07-2016 04:41,14-07-2016,04:41,4.00,Early Morning,Thursday,NA,NA,,No,,
4132,City,NA,No,No Cars Available,14-07-2016 04:46,14-07-2016,04:46,4.00,Early Morning,Thursday,NA,NA,,No,,
4133,City,37,Yes,Cancelled,14-07-2016 04:45,14-07-2016,04:45,4.00,Early Morning,Thursday,NA,NA,,No,,
4134,City,182,Yes,Cancelled,14-07-2016 04:45,14-07-2016,04:45,4.00,Early Morning,Thursday,NA,NA,,No,,
4135,Airport,NA,No,No Cars Available,14-07-2016 04:49,14-07-2016,04:49,4.00,Early Morning,Thursday,NA,NA,,No,,
4136,City,173,Yes,Trip Completed,14-07-2016 04:46,14-07-2016,04:46,4.00,Early Morning,Thursday,14-07-2016 05:21,14-07-2016,05:21,yes,00:35,35.00
4137,City,254,Yes,Cancelled,14-07-2016 04:48,14-07-2016,04:48,4.00,Early Morning,Thursday,NA,NA,,No,,
4138,City,NA,No,No Cars Available,14-07-2016 04:49,14-07-2016,04:49,4.00,Early Morning,Thursday,NA,NA,,No,,
4139,City,NA,No,No Cars Available,14-07-2016 04:48,14-07-2016,04:48,4.00,Early Morning,Thursday,NA,NA,,No,,
4140,City,24,Yes,Trip Completed,14-07-2016 04:48,14-07-2016,04:48,4.00,Early Morning,Thursday,14-07-2016 06:05,14-07-2016,06:05,yes,01:17,77.00
4141,City,232,Yes,Cancelled,14-07-2016 04:46,14-07-2016,04:46,4.00,Early Morning,Thursday,NA,NA,,No,,
4142,City,NA,No,No Cars Available,14-07-2016 04:50,14-07-2016,04:50,4.00,Early Morning,Thursday,NA,NA,,No,,
4143,Airport,141,Yes,Trip Completed,14-07-2016 04:51,14-07-2016,04:51,4.00,Early Morning,Thursday,14-07-2016 05:40,14-07-2016,05:40,yes,00:49,49.00
4144,City,266,Yes,Cancelled,14-07-2016 04:50,14-07-2016,04:50,4.00,Early Morning,Thursday,NA,NA,,No,,
4145,City,194,Yes,Cancelled,14-07-2016 04:56,14-07-2016,04:56,4.00,Early Morning,Thursday,NA,NA,,No,,
4146,City,34,Yes,Cancelled,14-07-2016 04:52,14-07-2016,04:52,4.00,Early Morning,Thursday,NA,NA,,No,,
4147,Airport,297,Yes,Trip Completed,14-07-2016 04:54,14-07-2016,04:54,4.00,Early Morning,Thursday,14-07-2016 06:00,14-07-2016,06:00,yes,01:06,66.00
4148,City,52,Yes,Cancelled,14-07-2016 04:57,14-07-2016,04:57,4.00,Early Morning,Thursday,NA,NA,,No,,
